generator:output:electricity,manufacturer,model,name,longitude,latitude
,,,Friesenrieder WKA-Süd,10.521252,47.8578507
,,,Friesenrieder WKA-Nord,10.5218304,47.8604713
,,,,7.8397694,52.5767051
,,,,7.7677969,51.7635659
,,,,7.7677246,51.7620785
,,,,7.76957,51.7610426
,,,,11.942272,51.3261669
,,,,11.9418568,51.3281199
,,,Historisches Drainage-Windrad 1860,9.6566964,53.6266009
,,,WEA 01 VG,11.5142257,49.8682927
,,,WEA 02 VG,11.51977,49.871516
3.075 MW,,,Vestas V-112,8.886061,54.6552984
3.075 MW,,,Vestas V-112,8.8803114,54.6562639
3.075 MW,,,Vestas V-112,8.8751737,54.6576756
3.075 MW,,,Vestas V-112,8.886343,54.658518
3.075 MW,,,Vestas V-112,8.8842067,54.6612996
3.075 MW,,,Vestas V-112,8.8775938,54.661371
250 kW,Nordex,N29/250,,7.3100806,49.1347498
,,,,10.143294,49.3368259
,,,,10.1284345,49.3313873
,,,,10.1351141,49.3313179
,,,,10.1406544,49.3334762
,,,,10.1337998,49.3010806
,,,,10.1330683,49.304753
,,,,10.1776841,49.598056
,,,,10.1810235,49.5958631
,,,,9.7719248,49.7102462
,,,,9.7668474,49.7088196
3.2 MW,,Repower 3.2M,ABO Wind,10.2923908,49.8952924
3.2 MW,,Repower 3.2M,ABO Wind,10.2955683,49.8927276
,,,,8.300252,52.4203219
3.4 MW,Senvion,3.4M 104,,8.629455,53.5480111
,Enercon,,,8.9781269,54.578262
,,,REPower 3.2M 114,7.2167756,52.3522342
3170 kW,REpower,3.2M114,,7.5429432,50.201271
3170 kW,REpower,3.2M114,,7.5500185,50.2019834
3170 kW,REpower,3.2M114,,7.5678094,50.1939292
2530 kW,GE Wind Energy,GE 2.5-120,,8.2005147,49.6808427
2750 kW,GE Wind Energy,GE 2.5-120,,8.1938362,49.677332
2750 kW,GE Wind Energy,GE 2.5-120,,8.1936403,49.6807383
2750 kW,GE Wind Energy,GE 2.5-120,,8.199054,49.6766573
2530 kW,GE Wind Energy,GE 2.5-120,,8.2064756,49.6803149
2750 kW,GE Wind Energy,GE 2.5-120,,8.2067597,49.677274
3 MW,Vestas,V112-3MW,,9.5147493,54.3720913
2000 kW,Vestas,V 90,,8.9427723,51.4020815
2000 kW,Vestas,V90,,8.9435877,51.4068268
,Vestas,V 112,WEA ?,8.2948029,50.8918856
,Vestas,V 112,WEA 7,8.3194,50.8844
,Vestas,V 112,WEA 6,8.3167667,50.8870167
3075 kW,Vestas,V112/3.0MW,,8.0414349,49.6471363
3075 kW,Vestas,V112/3.0MW,,8.0681576,49.6479182
3075 kW,Vestas,V112/3.0MW,,8.0619841,49.6486031
3075 kW,Vestas,V112/3.0MW,,8.0488715,49.6486551
3075 kW,Vestas,V112/3.0MW,,8.057701,49.6506747
3075 kW,Vestas,V112/3.0MW,,8.0456922,49.6516559
3075 kW,Vestas,V112/3.0MW,,8.0535501,49.6525213
3075 kW,Vestas,V112/3.0MW,,8.0452138,49.6545868
3075 kW,Vestas,V112/3.0MW,,8.0530977,49.6567048
3075 kW,Vestas,V112/3.0MW,,8.0487288,49.6584101
,,,,9.8212735,49.8260309
3050 kW,Enercon,E-101/3.0MW,,7.5810335,49.5254686
3050 kW,Enercon,E-101/3.0MW,,7.588357,49.5261064
2.5 MW,Nordex,,NX82899,10.09021,49.9604522
3 MW,,,,11.8463548,49.5623519
2400 kW,Nordex,N117,Windrad 5,11.17269,48.33256
,Vestas,V90,,8.5784533,51.5177232
1500 kW,REpower,MD 77,,13.2273287,53.0370645
1.50 MW,GE windpower,GE 1.5sl,,13.2223207,53.0375247
1.50 MW,GE windpower,GE 1.5sl,,13.2176485,53.0378167
1.50 MW,REpower,MD 77,,13.2362268,53.0393729
1500 kW,REpower,MD 77,,13.2295249,53.0395106
1.50 MW,GE windpower,GE 1.5sl,,13.2208291,53.0406929
1.50 MW,GE windpower,GE 1.5sl,,13.2136045,53.0409029
1500 kW,REpower,MD 77,,13.2397675,53.0412599
1500 kW,REpower,MD 77,,13.2316472,53.0418574
1.50 MW,GE windpower,GE 1.5sl,,13.2262127,53.0425903
1.50 MW,GE windpower,GE 1.5sl,,13.2108655,53.0430987
1.50 MW,GE windpower,GE 1.5sl,,13.2189222,53.0432194
1.50 MW,GE windpower,GE 1.5sl,,13.224102,53.0448275
1.50 MW,GE windpower,GE 1.5sl,,13.218294,53.045886
2400 kW,Nordex,N117,Windrad 1,11.1670871,48.3377549
2400 kW,Nordex,N117,Windrad 2,11.17497,48.33715
2400 kW,Nordex,N117,Windrad 3,11.18388,48.33676
2.3 MW,Enercon,E-70 E4,,10.1232395,52.3831666
2.00 MW,Enercon,E70,,13.2913982,52.9138723
2.00 MW,Enercon,E70,,13.2891158,52.9160187
2.00 MW,Enercon,E82 E2,,13.2937106,52.9173369
2.00 MW,Enercon,E70,,13.2868507,52.9182059
2.00 MW,Enercon,E82 E2,,13.2916792,52.9196213
2.00 MW,Enercon,E70,,13.284634,52.9203395
2.00 MW,Enercon,E70,,13.2972453,52.9217357
2.00 MW,Enercon,E82 E2,,13.2892126,52.9228386
2.00 MW,Enercon,E70,,13.2941047,52.9241755
2.00 MW,Enercon,E70,,13.2914599,52.9264159
2.35 MW,,,,10.3522564,50.0316242
2.35 MW,,,,10.3460695,50.0338864
2.35 MW,,,,10.3523509,50.0343032
yes,,,,11.5904437,49.2175235
2.00 MW,Vestas,V90,,13.2515991,52.9558948
2.00 MW,Vestas,V80,,13.2547749,52.9579706
2.00 MW,Vestas,V80,,13.2605432,52.9596791
2.00 MW,Vestas,V90,,13.2504946,52.9599723
2.00 MW,Vestas,V90,,13.2562653,52.9610727
2.00 MW,Vestas,V80,,13.251015,52.9631574
2.00 MW,Vestas,V80,,13.2569919,52.9637742
2.00 MW,Vestas,V80,,13.2628269,52.964379
2.00 MW,Vestas,V80,,13.2521041,52.9661114
3.00 MW,Vestas,V112,,13.2567003,52.9668241
2.00 MW,Vestas,V90,,13.2616432,52.9674044
2.00 MW,Vestas,V80,,13.2205225,52.9640588
2.00 MW,Vestas,V80,,13.2176899,52.9663705
2.00 MW,Vestas,V80,,13.2237921,52.9670617
2.00 MW,Vestas,V80,,13.2148659,52.9686206
2.00 MW,Vestas,V80,,13.2209129,52.9692932
2.00 MW,Vestas,V80,,13.2119331,52.9710556
2.00 MW,Vestas,V80,,13.2180038,52.9715455
2.00 MW,Vestas,V80,,13.2239939,52.9723226
2.00 MW,Vestas,V80,,13.2152428,52.9741197
2.00 MW,Vestas,V80,,13.2214286,52.9746932
2.00 MW,Vestas,V80,,13.218732,52.9769894
2.30 MW,Enercon,E82,,13.2977712,52.9909343
2.00 MW,Vestas,V80,,13.2884779,52.9935459
2.30 MW,Enercon,E82,,13.2964605,52.9936772
0.85 MW,Vestas,V52,,13.2771381,52.9941931
2.00 MW,Vestas,V80,,13.2814809,52.9944124
1.50 MW,Nordex,S77,,13.2695212,52.9950707
1.50 MW,Nordex,S77,,13.2749719,52.9956619
2.00 MW,Vestas,V90,,13.2949227,52.996244
2.00 MW,Vestas,V80,,13.2883431,52.996618
2.00 MW,Vestas,V80,,13.2788962,52.9974746
1.50 MW,Nordex,S77,,13.272468,52.9976906
1.50 MW,Nordex,S77,,13.2841399,52.9983165
1.50 MW,Nordex,S77,,13.2688663,52.9989541
2.30 MW,Enercon,E82,,13.2942759,52.9989668
2.00 MW,Vestas,V80,,13.2884009,52.9995507
1.50 MW,Nordex,S77,,13.2759542,52.9998698
2.00 MW,Vestas,V80,,13.282642,53.00042
2000 kW,REpower,MM82,,6.89438,50.2520753
2000 kW,REpower,MM82,,6.8995517,50.2537996
2000 kW,REpower,MM82,,6.891476,50.2551792
2000 kW,REpower,MM82,,6.8968272,50.2562556
1250 kW,DeWind,D6/64,,6.9071303,50.2569944
2000 kW,REpower,MM82,,6.9022417,50.2571649
2000 kW,Vestas,V80/2.0MW,,6.9011804,50.2643141
1250 kW,DeWind,D6/64,,6.8981128,50.2643272
2000 kW,Vestas,V80/2.0MW,,6.8933321,50.2649675
2500 kW,Vensys,VE112/2.5MW,,7.15214,49.3840218
2500 kW,Vensys,VE112/2.5MW,,7.1543251,49.387339
,,,,13.1529678,51.2429299
,,,,13.1465468,51.2380637
3.2 MW,Siemens Gamesa,SWT-3.2-113,,13.1404201,51.2439618
,,,,13.1460047,51.2449646
,,,,13.1439663,51.2470533
,,,,13.1399,51.2490952
,,,,13.1511173,51.2376773
,,,,13.14571,51.2417176
,,,,13.1420675,51.2388093
,,,,13.1505862,51.2402768
2.30 MW,Enercon,E82 E2,,13.501488,52.5968744
2400 kW,Nordex,N117,Windrad 4,11.19052,48.33324
,,,,7.2679808,51.9519679
,,,,7.9612909,51.7371218
,,,,7.9547757,51.7363397
,,,,7.959475,51.7341705
,,,,7.9661198,51.736375
,,,,7.9657219,51.7397056
,,,Windrad Kalsing,12.5527566,49.1430127
3 MW,,,,8.9857702,54.4443728
,,,,9.1724487,54.4979483
3 MW,,,,8.9781514,54.4438077
,,,,9.168994,54.4997676
,,,,9.1730066,54.4937612
3 MW,,,,8.9844463,54.4417817
3 MW,,,,8.9793743,54.4460373
,,,,9.173028,54.4913434
2.3 MW,Enercon,E-70,,10.2394919,52.5106169
2.3 MW,Enercon,E-70,,10.2425517,52.5121833
2.3 MW,Enercon,E-70,,10.2434488,52.5146532
3400 kW,General Electric,GE 3.4 137,,9.80639,49.0027655
,,,,10.5540857,50.9568727
2400 kW,Nordex,N117/2.4MW,,8.346019,50.3055539
2400 kW,Nordex,N117/2.4MW,,8.3523189,50.3050662
2400 kW,Nordex,N117/2.4MW,,8.3521704,50.3010312
2400 kW,Nordex,N117/2.4MW,,8.3650166,50.3070386
2400 kW,Nordex,N117/2.4MW,,8.3665056,50.3131423
2400 kW,Nordex,N117/2.4MW,,8.3726313,50.3129315
2400 kW,Nordex,N117/2.4MW,,8.3649483,50.3168176
3050 kW,,,,12.1304584,53.9032369
3050 kW,,,,12.1342437,53.8970502
3050 kW,,,,12.1294893,53.8941611
3050 kW,,,,12.1353129,53.907752
3050 kW,,,,12.1285951,53.8974767
3050 kW,,,,12.1351113,53.8934055
3050 kW,,,,12.1314494,53.900108
3050 kW,,,,12.1419833,53.9082243
3050 kW,,,,12.1402085,53.9048285
,,,,11.0158638,54.4512888
2300 kW,Enercon,E-82/2.3MW,,6.3125283,50.1152384
3.2 MW,Senvion,3.2M114,Windkraftanlage Lengenfeld 1,11.5847328,49.2290286
,,,Windkraftanlage Deining 6,11.5803706,49.2224678
,Senvion,3.2M114,Windkraftanlage Deining 7,11.5764685,49.2168993
,,,Windkraftanlage Deining 8,11.5804708,49.2131258
3200,Senvion,3.2M114,Windkraftanlage Deining 9,11.5845079,49.2079634
,,,,8.6175862,51.6048253
6200 kW,Senvion,6.2M126,,9.3083005,54.7270083
6200 kW,,6.2M126,,9.3062142,54.7220459
3 MW,Nordex,,Nordex N 117 Delta,9.9428983,53.5326421
,,,,9.3565673,53.4842403
,,,,9.3616653,53.4882128
,,,,9.3536402,53.4870638
,,,,9.3523742,53.4901023
,,,,9.3593264,53.4904598
,,,,9.3474389,53.4869233
,,,,9.3678881,53.4812925
,,,,9.3558503,53.4921959
,,,,9.3513656,53.4934087
,,,,9.3467093,53.4836803
,,,,9.3644977,53.4851808
2400 kW,Nordex,N117/2.4MW,,7.3261208,50.1139743
2400 kW,Nordex,N117/2.4MW,,7.3217885,50.1155477
,,,,12.0378343,52.5251223
yes,,,,10.8058016,51.4331906
yes,,,,10.8031141,51.4300998
2400 kW,Nordex,N117,,11.1155157,48.3914318
2400 kW,Nordex,N117,,11.1106639,48.3943916
2400 kW,Nordex,N117,,11.1092488,48.3976811
2400 kW,Nordex,N117,,11.1334754,48.4086068
2400 kW,Nordex,N117,,11.1182367,48.4099907
2400 kW,Nordex,N117,,11.1333772,48.4161734
1.5 MW,Suedwind,S 77,,13.4517791,53.0355921
1.5 MW,Suedwind,S 77,,13.4455429,53.0365296
1.5 MW,Suedwind,S 77,,13.4423448,53.0387169
1.5 MW,Suedwind,S 77,,13.4505199,53.0396664
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.4725448,51.4541934
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.4768432,51.4549875
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.4739511,51.4572158
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.4733237,51.4598917
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.469168,51.4622422
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.4733363,51.4629032
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.4825995,51.4638211
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.478187,51.4642932
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.4693365,51.4648345
1.5 MW,Fuhrländer,FL MD/77,Windpark Bornstedt-Holdenstedt,11.471896,51.4672982
2 MW,Vestas,V90/2000,Windpark Mittelhausen,11.4671532,51.4486926
2 MW,Vestas,V90/2000,Windpark Mittelhausen,11.4616159,51.4493848
2 MW,Vestas,V90/2000,Windpark Osterhausen,11.4820463,51.4559868
2 MW,Vestas,V90/2000,Windpark Osterhausen,11.4855667,51.4569945
2 MW,Vestas,V90/2000,Windpark Osterhausen,11.48044,51.4590688
2 MW,Vestas,V90/2000,Windpark Osterhausen,11.4857843,51.4593945
2.5 MW,,GE 2.5-120,Windpark Wächtersbach/Neudorf WEA4,9.3358364,50.2755568
2.5 MW,,GE 2.5-120,Windpark Wächtersbach/Neudorf WEA5,9.3317057,50.2719954
2.5 MW,,GE 2.5-120,Windpark Wächtersbach/Neudorf WEA6,9.3375512,50.2707522
1.5 MW,GE,GE 1.5 sl,WEA Viesen,12.3910595,52.3329099
,,,,11.0681405,54.2767135
,,,,7.9569919,51.7288622
,,,,7.9486341,51.7266003
0.75 MW,Südwind,S46/750,,13.6385057,53.1755618
0.85 MW,Vestas,V-52,,13.6304963,53.1762702
0.85 MW,Vestas,V-52,,13.634711,53.1766896
0.85 MW,Vestas,V-52,,13.6391059,53.180074
0.85 MW,Vestas,V-52,,13.6325956,53.1828815
0.85 MW,Vestas,V-52,,13.6297914,53.1854714
2400 kW,,,,10.1231986,49.9286715
2400 kW,,,,10.1261824,49.9324418
2400 kW,,,,10.1211023,49.9338224
2400 kW,,,,10.1262123,49.9371945
2400 kW,,,,10.1214227,49.9379692
3.17 MW,,,,9.1400846,54.7916447
3.17 MW,Senvion,3.2M114,,9.0884997,54.8154101
3.17 MW,Senvion,3.2M114,,9.086934,54.8211386
3.17 MW,,,,9.1347438,54.7920146
3.17 MW,Senvion,3.2M114,,9.0941779,54.8160106
3.17 MW,,,,9.1451207,54.7894958
3.17 MW,,,,9.1458406,54.78641
3.17 MW,Senvion,3.2M114,,9.0852244,54.8177966
2.5 MW,GE Energy,,WEA 3,10.7741823,49.4236831
2.5 MW,GE Energy,,WEA 2,10.7699588,49.4252174
,,,,10.7429481,49.5102827
,,,,10.750996,49.5085554
2.5 MW,GE Energy,,WEA 1,10.7681147,49.4283274
,,,,10.742847,49.5138122
,,,,10.7566455,49.5066807
,,,,10.7583307,49.510044
3.05 MW,Enercon,E101,,12.257034,48.6736743
,,,,10.7191001,49.5340952
2 MW,Senvion,MM 92/100,R - 90206,10.7204572,49.5314032
,,,,10.7217565,49.5287041
,,,,11.5397533,49.2704919
,,,,11.5460222,49.2722773
,,,,11.5519674,49.2706514
3 MW,Vestas,,,6.2535173,50.8642599
3 MW,Vestas,,,6.2556652,50.8667597
3 MW,Vestas,,,6.2500332,50.866967
2.3 MW,Enercon,E-70 E4,,8.8819162,51.7273711
2.3 MW,Enercon,E-82 E2,,8.8970122,51.7256686
,,,,6.4750015,50.8492661
yes,,,,7.226929,51.8795412
yes,,,,10.0396716,50.0220478
,,,,12.4960353,53.8354806
,,,,12.4970653,53.8309663
yes,Enercon,E-82 E2,,8.8594759,51.7079429
,,,,9.6347406,54.6241339
2000 kW,Vestas,V90/2.0MW,,6.7419996,49.48732
2000 kW,Vestas,V90/2.0MW,,6.748272,49.4882158
2000 kW,Vestas,V90/2.0MW,,6.7490439,49.4912781
2000 kW,Vestas,V90/2.0MW,,6.7439788,49.4928322
2400 kW,,,,7.5436768,51.965669
,Enercon,E-82 E2,,7.4119691,52.2007271
2530 kW,GE Wind Energy,GE 2.5-120,,7.79199,49.9782408
2530 kW,GE Wind Energy,GE 2.5-120,,7.7980603,49.9753469
,,,,8.906352,54.248228
2.4 MW,,,,10.5746528,49.2527412
2.4 MW,,,,10.5685557,49.253435
,,,,8.9031906,54.2449864
,,,,9.0245283,54.2721267
,,,,8.992743,54.2895511
2.05 MW,REpower,MM82,,8.9989589,54.2898571
2.05 MW,REpower,MM82,,9.0014523,54.291668
0.85 MW,Vestas,V52,,9.0037049,54.2938178
0.8 MW,Enercon,E-48,,9.0048154,54.2951242
,,,,9.0101394,54.2573281
2.5 MW,Vensys,VS112,,9.7404989,51.8460632
2.3 MW,,,,11.9546709,52.2756595
2.3 MW,,,,11.9625385,52.2765772
2.3 MW,,,,11.9618163,52.2786397
2.3 MW,,,,11.9593165,52.2740577
2.3 MW,,,,11.9558109,52.2788004
,,,,11.716409,50.3092418
,,,,11.7190506,50.300986
,Enercon,E-101,,8.6297744,53.113316
3 MW,Vestas,V112-3-140,,11.5766377,49.4035845
2050 kW,REpower,MM92,,7.5901063,50.0955296
3050 kW,Enercon,E-101/3.0MW,,7.4945719,50.0991391
3050 kW,Enercon,E-101/3.0MW,,7.5047368,50.0988274
2050 kW,REpower,MM92,,7.5202557,50.1019702
2050 kW,Senvion,MM92,,7.5264161,50.1030471
3200 kW,Senvion,3.2M114,,9.0872369,53.9997287
3200 kW,Senvion,3.2M114,,9.069589,54.0000293
3200 kW,Senvion,3.2M114,,9.063495,54.0004504
3200 kW,Senvion,3.2M114,,9.0725974,54.0026343
3200 kW,Senvion,3.2M114,,9.0701467,54.005701
,,,,13.3638591,52.4748773
2300 kW,,,,9.2586669,54.5056292
3050 kW,,E-101,Windkraftanlage Mammendorf,11.1745993,48.1909423
,,,,8.5749746,53.1258491
yes,,,,7.1064316,53.4115318
yes,,,,11.9349017,47.6453273
3.00 MW,Vestas,V112,,14.1019911,51.9935991
3.00 MW,Vestas,V112,,14.108037,51.986901
3.00 MW,Vestas,V112,,14.102923,51.984129
3.00 MW,Vestas,V112,,14.099529,51.981262
3.00 MW,Vestas,V112,,14.096221,51.978503
3.00 MW,Vestas,V112,,14.121784,51.984694
3.00 MW,Vestas,V112,,14.121888,51.98162
3.00 MW,Vestas,V112,,14.10461,51.978406
3.00 MW,Vestas,V112,,14.11095,51.978058
3.00 MW,Vestas,V112,,14.111971,51.975018
3.00 MW,Vestas,V112,,14.119612,51.975893
3.00 MW,Vestas,V112,,14.11897,51.978928
,,,,6.5532342,50.957799
,,,,6.556964,50.9592901
yes,,,,11.5122994,49.2506155
yes,,,,11.5077232,49.2546031
yes,,,,12.9963469,52.9008146
yes,,,,13.0081465,52.9010612
yes,,,,13.0039018,52.9022944
yes,,,,13.011667,52.902846
yes,,,,13.0168321,52.9028746
yes,,,,13.0144481,52.9052543
,,,,9.2493119,54.1869211
0.6 MW,,,,7.5731964,51.2962683
,,,,9.5343849,54.6388104
,,,WEA 8,6.5342058,51.0289807
,,,WEA 10,6.5311879,51.0372237
,,,WEA 9,6.5325366,51.0318786
,,,WEA 6,6.5373593,51.0507506
,,,WEA 13,6.531525,51.0485952
,Senvion,3.2M114,WEA 16,6.5319877,51.0580061
,,,WEA 7,6.5363673,51.026214
,,,WEA 14,6.531384,51.0517386
,,,WEA 5,6.5400423,51.046878
,,,WEA 15,6.5314351,51.0548794
2500 kW,Vensys,VE112/2.5MW,,7.1448723,49.3847974
3200 kW,Senvion,3.2M114,,9.0664891,54.002861
3200 kW,Senvion,3.2M114,,9.0852323,54.0034979
3200 kW,Senvion,3.2M114,,9.0791546,54.0038423
3200 kW,Senvion,3.2M114,,9.0835626,54.0061473
3 MW,Vestas,V112 NH 140m,,10.05505,52.1167528
3 MW,Vestas,V112 NH 140m,,10.0513528,52.1185806
,,,,9.4069943,49.64945
,,,WEA 11,6.5308144,51.0404032
,,,WEA 12,6.5324087,51.0453597
1300 kW,,,,9.9271129,48.6262609
,,,,13.3646126,52.4756197
,,,,11.7161764,50.2912316
,,,,11.713016,50.2928677
yes,,,,12.3013591,54.140298
yes,,,,11.8359536,53.4894379
yes,,,,11.8407078,53.4900445
yes,,,,11.8291601,53.4908205
yes,,,,11.8510075,53.4919927
yes,,,,11.8542925,53.4921094
yes,,,,11.8580626,53.4921865
yes,,,,11.8366649,53.4923017
yes,,,,11.8460848,53.492802
yes,,,,11.8405261,53.4940946
yes,,,,11.8327288,53.4945588
yes,,,,11.859186,53.49477
yes,,,,11.8565033,53.495937
yes,,,,11.8534925,53.4966039
yes,,,,11.837741,53.4967276
yes,,,,11.8459346,53.4969682
yes,,,,11.8497446,53.4994435
yes,,,,11.8406994,53.4997592
yes,,,,11.8364004,53.501952
yes,,,,11.8453914,53.5021032
yes,,,,11.8387579,53.5044746
yes,,,,11.8451025,53.5051757
3370 kW,Senvion,3.4M104,,7.7103673,49.6539979
3370 kW,Senvion,3.4M104,,7.7037179,49.6565644
3050 kW,Enercon,E-101/3.0MW,,7.7090493,49.6477691
2000 kW,Vestas,V90/2.0MW,,7.5479637,50.0600196
2000 kW,Vestas,V90/2.0MW,,7.5438138,50.0565683
2000 kW,Vestas,V90/2.0MW,,7.5498143,50.0565456
yes,,,,12.1192341,53.8591384
1500 kW,NEG Micon,NM 64C/1500,,10.4495509,53.773781
1500 kW,NEG Micon,NM 64C/1500,,10.4571847,53.7740898
1500 kW,NEG Micon,NM 64C/1500,,10.455703,53.7760377
yes,,,,7.3990976,52.0130332
,,,,7.1320934,51.7309727
3.2 MW,Senvion,,,7.1359594,51.7296738
,,,,7.0805429,51.8210985
,,,,7.8984356,53.5990132
2.3 MW,Enercon,E-82 E2,,7.9061831,53.5886801
3 MW,Vestas,V90-3MW,,7.90156,53.6005709
2400 kW,,,,7.5433818,51.9715773
3050 kW,Enercon,E-101/3.0MW,,8.1263717,50.6486233
,,,,8.1699733,48.1245034
,Nordex,N117,,9.8619901,51.09162
,Nordex,N117,,9.8627401,51.0886199
,Nordex,N117,,9.8530798,51.090862
,Nordex,N117,,9.8673301,51.086673
,Enercon,E-101,,8.5363684,51.4170737
3200 kW,Senvion,,WEA 1,7.1490014,51.683825
3200 kW,Senvion,,WEA 3,7.1458378,51.6758354
1000 kW,,,,8.846007,52.3147734
1000 kW,,,,8.8500182,52.3158216
1000 kW,,,,8.8495167,52.3174871
2300 kW,Enercon,E-70/2.3MW,,7.6629121,49.6092034
2300 kW,Enercon,E-70/2.3MW,,7.6618116,49.611125
,,,WKA 3,8.5059387,50.8031726
,,,WKA 5,8.5092821,50.7974765
,,,WKA 1,8.4988453,50.8106468
,,,,6.9773437,51.8783301
,,,,9.3912358,53.8648306
,,,,11.8861493,50.3691395
,,,,11.8826738,50.3665897
,,,,11.8843294,50.4015319
,,,,11.8871896,50.4044164
,,,,11.8777388,50.3647425
,,,,11.882359,50.4069796
,,,,11.8798859,50.4045709
,,,,11.8863663,50.4088282
,,,,11.7563156,50.1496032
,,,,11.7618836,50.1527325
,,,,11.7546102,50.1521089
,,,,11.7456163,50.1414303
,,,,11.7462325,50.1436722
,Nordex,N117,,9.3080351,51.2963147
,Nordex,N117,,9.3122228,51.3025736
3.05 MW,Enercon,E-101,,8.8376897,51.6860069
,Enercon,E-101,,7.5775175,53.3535479
,Enercon,E-101,,7.5686349,53.3663023
,Enercon,E-101,,7.5683237,53.3575644
,Enercon,E-101,,7.5795066,53.3648476
,Enercon,E-101,,7.5759353,53.3679997
,Enercon,E-101,,7.5833797,53.3612115
,Enercon,E-101,,7.5746301,53.35747
,Enercon,E-101,,7.5698459,53.3526835
,Enercon,E-101,,7.5812728,53.3470846
,Enercon,E-101,,7.5706443,53.3630356
,Enercon,E-101,,7.5866828,53.3583104
,Enercon,E-101,,7.5808566,53.3502611
,Enercon,E-92,,7.5841034,53.3550066
yes,,,,12.8684155,50.7150142
,,,,8.3901898,52.4164607
,Nordex,N117,,9.3137864,51.2967544
,Nordex,N117,,9.3071907,51.2995284
,,,,8.7102157,54.3909084
3.3 MW,Vestas,"V112 3,3 MW",,8.9162771,54.596139
3.3 MW,Vestas,"V112 3,3 MW",,8.9232595,54.5975864
3.3 MW,Vestas,"V112 3,3 MW",,8.9229825,54.6007198
,,,,8.53002,52.7378806
,,,,8.5364505,52.739082
,,,,8.5274932,52.7403831
,,,,8.5261869,52.7427297
,,,,8.525974,52.7452106
500 kW,Enercon,E-40,,7.9412345,51.5935527
2 MW,,,MM92,7.7299031,51.937481
,Enercon,E-101,,9.1833313,51.3687045
,Enercon,E-101,,9.1873011,51.3670376
,Enercon,E-101,,9.197608,51.3604684
,Enercon,E-101,,9.1929821,51.3637986
,,,,7.7296695,51.5078068
,,,,6.8782361,51.8598667
,,,,6.8770345,51.8599593
2300 kW,Enercon,E-82,,11.2051047,53.8266863
3000 kW,Nordex,N117/3.0MW,,8.1469825,50.5797539
3000 kW,Nordex,N117/3.0MW,,8.1520306,50.5900621
3000 kW,Nordex,N117/3.0MW,,8.1486195,50.585402
,,,,6.433946,51.1037505
,,,,6.4303358,51.1047627
,,,,6.4314194,51.1072131
2530 kW,GE Wind Energy,GE 2.5-120,,7.9642479,50.1987801
2530 kW,GE Wind Energy,GE 2.5-120,,7.9583159,50.2088882
2530 kW,GE Wind Energy,GE 2.5-120,,7.9582149,50.20337
2530 kW,GE Wind Energy,GE 2.5-120,,7.9705822,50.1979043
2530 kW,GE Wind Energy,GE 2.5-120,,7.9550708,50.2121498
2530 kW,GE Wind Energy,GE 2.5-120,,7.9465051,50.2085925
2530 kW,GE Wind Energy,GE 2.5-120,,7.9693912,50.1924313
2530 kW,GE Wind Energy,GE 2.5-120,,7.9491607,50.2114575
2530 kW,GE Wind Energy,GE 2.5-120,,7.9622661,50.2014315
2530 kW,GE Wind Energy,GE 2.5-120,,7.9522015,50.2087982
2530 kW,GE Wind Energy,GE 2.5-120,,7.9664827,50.1951108
2530 kW,GE Wind Energy,GE 2.5-120,,7.9553782,50.2060705
,,,,11.1651839,53.7245074
yes,,,,10.0339766,52.2852842
yes,,,,10.0329574,52.2872002
yes,,,,10.0279041,52.2839059
yes,,,,10.02755,52.2866358
,,,,8.3698136,52.2582733
,,,,7.6061603,51.894358
3050 kW,Enercon,E-101,,9.8928792,49.1956618
1.5 MW,Vensys,VS77,DE_BRN02,11.3703413,53.8766991
1.5 MW,Vensys,VS77,DE_BRN01,11.3662816,53.8776078
1.5 MW,Vensys,VS77,DE_BRN03,11.3735552,53.8783249
,Vensys,VS70,DE_BRN04,11.3757324,53.8820284
,,,,11.3689539,53.8857218
yes,,,,11.2445335,49.0462144
yes,,,,11.2272959,49.0509098
,,,,9.3316182,51.950266
,,,,7.6430437,51.9404207
3 MW,,,,10.4170621,48.9906543
3 MW,Vestas,V 112,WEA7 Kleiner Ahlertsberg,8.3771808,50.8998337
2.35 MW,Enercon,E-92,Windrad Horkenberg 2,9.4337306,49.0987528
3.3 MW,Vestas,"V112 3,3 MW",,8.9516475,54.596541
3.3 MW,Vestas,"V112 3,3 MW",,8.9550432,54.5911203
2400 kW,,,,10.4091629,49.1244444
3.3 MW,Vestas,"V112 3,3 MW",,8.9572967,54.5951998
,,,,7.35198,52.647307
,,,,7.8566348,51.9446229
