generator:output:electricity,manufacturer,model,name,longitude,latitude
6 MW,,,Enercon E-126,9.9187349,53.5106067
6 MW,,,Enercon E-126,9.9159354,53.5079642
6 MW,Enercon,E-112,E-112,7.1539198,53.3369362
6 MW,Enercon,E-126,E-126,7.1596682,53.3373989
6 MW,Enercon,E-112,E-112,7.1423633,53.3408889
2 MW,Enercon,,E-82 E1,7.1334227,53.3413801
,,,,7.0594921,53.3435279
2 MW,Enercon,,E-82 E1,7.1356571,53.338891
,,,,7.063722,53.3432273
600 kW,,,,6.7066509,50.7863658
600 kW,,,,6.7100206,50.7870182
600 kW,,,,6.7113358,50.784189
600 kW,,,,6.7078862,50.7835723
600 kW,,,,6.7042161,50.7833465
600 kW,,,,6.7031509,50.7857397
1.5 MW,Fuhrländer,,WEA FL-268,8.0042856,52.1129757
,,,,7.8160022,52.7079728
,,,,7.820606,52.7074375
,,,,7.8226914,52.706646
,,,,7.8230327,52.7083192
,,,,7.8250233,52.7070523
2000 kW,Enercon,E-82/E2,,10.6463078,49.5377279
0.5 MW,Enercon,E-40/5.40,,13.2923414,50.744583
,,,,9.7683397,49.6305814
,,,,9.7712861,49.6311038
,,,,9.7708309,49.6325223
2300 kW,Enercon,E-70,,11.06027,54.5062585
2300 kW,Enercon,E-70,,11.0652304,54.5058562
,Enercon,E-66,,11.061861,54.5147305
,Enercon,E-66,,11.0487732,54.5136302
,Enercon,E-66,,11.0473019,54.5109125
2300 kW,Enercon,E-70,,11.0635328,54.5122859
2300 kW,Enercon,E-70,,11.0641247,54.5101496
2300 kW,Enercon,E-70,,11.0646819,54.5080319
2300 kW,Enercon,E-70,,11.0557126,54.5146094
2300 kW,Enercon,E-70,,11.0526932,54.5091433
2300 kW,Enercon,E-70,,11.0571444,54.5114563
2300 kW,Enercon,E-70,,11.0588251,54.5086828
,Enercon,E-66,,11.0523874,54.5063405
,Enercon,E-66,,11.0455274,54.5081159
2300 kW,Enercon,E-70,,11.045484,54.5044843
2300 kW,Enercon,E-70,,11.2621957,54.4646283
2300 kW,Enercon,E-70,,11.2589239,54.4626176
2300 kW,Enercon,E-70,,11.2539943,54.4615076
2300 kW,Enercon,E-70,,11.2523759,54.4638144
2300 kW,Enercon,E-70,,11.2566264,54.464311
2300 kW,Enercon,E-70,,11.2506449,54.4663918
2300 kW,Enercon,E-70,,11.2542016,54.4662812
2300 kW,Enercon,E-70,,11.25984,54.466416
2300 kW,Enercon,E-70,,11.2488724,54.4689682
2300 kW,Enercon,E-70,,11.2568358,54.4679927
2300 kW,Enercon,E-70,,11.2334937,54.4810515
2300 kW,Enercon,E-70,,11.2152634,54.4816087
2300 kW,Enercon,E-70,,11.2341193,54.4835739
2300 kW,Enercon,E-70,,11.2168408,54.4839256
2300 kW,Enercon,E-70,,11.2257818,54.4823828
2300 kW,Enercon,E-70,,11.2240525,54.4801041
2300 kW,Enercon,E-70,,11.2292614,54.479738
2300 kW,Enercon,E-70,,11.2279072,54.4871706
2300 kW,Enercon,E-70,,11.2264169,54.4850614
2300 kW,Enercon,E-70,,11.2309623,54.4856001
2300 kW,Enercon,E-70,,11.2303081,54.4826077
2300 kW,Enercon,E-70,,11.2224241,54.4860977
2300 kW,Enercon,E-70,,11.2216873,54.4833074
2300 kW,Enercon,E-70,,11.2246222,54.4885467
500 kW,Enercon,E-40,,11.0643254,54.5247526
yes,,,,12.885867,51.8202172
0.6 MW,Enercon,E-40 6.44,,14.4629348,52.3768707
1800 kW,Enercon,E-66/18.70,,8.0057747,50.6534127
,,,,12.3155404,54.1305161
,,,,12.3155738,54.1333905
0.5 MW,Enercon,E-40,,13.7070298,52.6570771
2000 kW,,,,12.6435118,51.128234
2000 kW,,,,12.642091,51.1303223
2000 kW,,,,9.5020362,49.4611548
4.5 MW,Enercon,,E-112 Nearshore,7.2111799,53.3329127
0.6 MW,Enercon,E-40/6.44,,6.1885807,51.6665234
0.5 MW,Enercon,E40,,14.181713,52.1643174
0.5 MW,Enercon,E40,,14.1851415,52.163115
1 MW,,,,9.8909399,51.8697631
1 MW,,,,9.8866216,51.8680256
,,,,7.6733238,52.7141986
,,,,8.8104563,52.7947105
1500 kW,GE Wind Energy,"1,5 S",,9.2542899,53.7961894
1500 kW,GE Wind Energy,"1,5 S",,9.2393741,53.7945544
1500 kW,GE Wind Energy,"1,5 S",,9.2444808,53.7970986
1500 kW,GE Wind Energy,"1,5 S",,9.2513324,53.7990847
2000 kW,AN Windenergie GmbH,AN Bonus 2MW/76,,9.2561092,53.7905791
2000 kW,AN Windenergie GmbH,AN Bonus 2MW/76,,9.2493201,53.7908589
2000 kW,AN Windenergie GmbH,AN Bonus 2MW/76,,9.2425738,53.7911165
2000 kW,AN Windenergie GmbH,AN Bonus 2MW/76,,9.2364734,53.7913193
2000 kW,AN Windenergie GmbH,AN Bonus 2MW/76,,9.2606629,53.7940138
1.5 MW,Fuhrländer,,,7.9782674,52.1141253
500 kW,Enercon,E-40,,8.9229284,51.8222134
2000 kW,Enercon,E-82/2.0MW,,7.4362,50.0181577
2000 kW,Enercon,E-82/2.0MW,,7.4330911,50.0191371
,,,,7.2422384,53.612755
,,,,7.2484023,53.6164413
,,,,7.2440917,53.6151741
,,,,7.2403659,53.6143038
,,,,7.2497108,53.6190318
,,,,7.2476303,53.6204756
,,,,8.9047735,54.2466152
,,,,8.8937158,54.240012
2000 kW,Vestas,V90/2.0MW,,8.2761149,49.6584647
,,,,7.2479089,53.6229705
,,,,7.2510083,53.6279711
,,,,7.2498185,53.6297319
,,,,7.2518029,53.6224041
,,,,7.2531553,53.6247074
yes,,,,11.6773894,51.6337413
yes,,,,11.6731029,51.6341847
yes,,,,11.6687392,51.6345442
yes,,,,11.6559569,51.6456883
yes,,,,11.6645106,51.6461077
yes,,,,11.6660746,51.6424772
yes,,,,11.662097,51.6425611
yes,,,,11.658525,51.6426929
yes,,,,11.6601662,51.6459399
yes,,,,11.6564983,51.6512526
yes,,,,11.6669242,51.6501452
yes,,,,11.6601083,51.650864
yes,,,,11.6726975,51.6460478
yes,,,,11.668662,51.6462035
yes,,,,11.6749076,51.6423544
yes,,,,11.6701484,51.6424456
yes,,,,11.6703032,51.6497978
yes,,,,11.6780767,51.6491162
yes,,,,11.6740297,51.6494623
0.75 MW,WindWorld,W5200,WEA18,11.5557593,51.7176623
0.75 MW,WindWorld,W5200,WEA22,11.5532101,51.7186173
1.5 MW,,,,11.565115,51.7009269
1.5 MW,,,,11.5695104,51.7001743
1.5 MW,,,,11.574554,51.7000552
1.5 MW,,,,11.5744885,51.6973793
0.75 MW,WindWorld,W5200,,11.5592106,51.7107847
1.25 MW,DeWind,D6,WEA14,11.5621461,51.7173889
1.25 MW,DeWind,D6,WEA24,11.5631106,51.7229877
1.25 MW,DeWind,D6,WEA02,11.5788186,51.7171015
1.25 MW,DeWind,D6,WEA10,11.5693395,51.719062
0.75 MW,WindWorld,W5200,WEA06,11.5676464,51.7276437
0.75 MW,WindWorld,W5200,WEA15,11.5603242,51.726917
0.75 MW,WindWorld,W5200,WEA25,11.5593164,51.7251176
1.5 MW,GE Energy,GE 1.5s,WEA06,11.4691823,51.7126341
1.5 MW,GE Energy,GE 1.5s,WEA08,11.465902,51.7099175
1.5 MW,GE Energy,GE 1.5s,WEA07,11.4579288,51.7090908
1.5 MW,GE Energy,GE 1.5s,WEA04,11.4580128,51.7117526
1.5 MW,GE Energy,GE 1.5s,WEA05,11.4643249,51.7129663
1.5 MW,GE Energy,GE 1.5s,WEA01,11.4603192,51.7145688
1.5 MW,GE Energy,GE 1.5s,WEA02,11.4665959,51.7156241
,,,,11.4683307,51.7209978
,,,,11.4646024,51.7221897
1.5 MW,GE Energy,GE 1.5s,WEA03,11.4717372,51.7169724
,,,,11.4630318,51.7250391
,,,,12.628136,52.3224998
,,,,12.6277129,52.3251757
,,,,12.6320972,52.3267097
2000 kW,Senvion,MM 100,,9.5291534,53.7907536
2000 kW,Senvion,MM 100,,9.5260492,53.7948831
2000 kW,Senvion,MM 100,,9.5309234,53.7936662
2000 kW,Senvion,MM 100,,9.535365,53.7912402
,Enercon,,,10.6981344,51.5355803
,Enercon,,,10.6961488,51.5371204
,,,,10.7011091,51.5373469
yes,,,,7.777402,51.8409905
yes,,,,7.7882085,51.8441572
yes,,,,7.7857229,51.8466938
yes,,,,7.7845322,51.8510284
yes,,,,7.7810573,51.8515356
yes,,,,7.7740488,51.8491687
yes,,,,7.7914742,51.8477871
yes,,,,7.794933,51.8459331
yes,,,,7.7901469,51.8399388
2.00 MW,Vestas,V90,,13.9907933,51.9616138
,,,,13.4071179,51.7303429
,,,,13.4031589,51.7313861
,,,,13.4068712,51.7338047
,,,,13.4110608,51.7334028
,,,,13.4142043,51.7292266
,,,,13.416924,51.7318778
2 MW,Vestas,V90/2000,,13.4103902,51.7278776
,,,,13.414607,51.7353919
,,,,11.2763075,51.5131105
1.8 MW,Enercon,E-66/18.70,,10.5047686,51.9199112
500 kW,Enercon,E-40/5.40,,10.5392585,51.9069382
500 kW,Enercon,E-40/5.40,,10.5403247,51.908417
500 kW,Enercon,E-40/5.40,,10.5383781,51.9099453
,Vestas,,,10.2042247,49.5138352
,Vestas,,,10.2005974,49.517807
,,,,12.253807,51.2621781
1500 kW,Enron Wind,1.5sl,,7.3653295,49.9577402
1500 kW,Enron Wind,1.5sl,,7.3706567,49.9552518
1500 kW,Enron Wind,1.5sl,,7.3721099,49.9537691
1500 kW,Enron Wind,1.5sl,,7.3687882,49.9571168
1500 kW,Enron Wind,1.5sl,,7.3630373,49.9551028
600 kW,Pfleiderer,,FL 291,8.7410827,50.8526118
5 MW,REpower,,,8.5427094,53.5960969
1.5 MW,REpower,MD77,04WEA70449,10.1976647,52.6696097
2000 kW,REpower,MM 92/100,,13.5343166,52.6101604
1500 kW,Enercon,E-66,,11.5538853,52.1722826
1500 kW,Enercon,E-66,,11.5503418,52.1740649
1500 kW,Enercon,E-66,,11.5541072,52.1745869
1500 kW,Enercon,E-66,,11.5496088,52.1763244
1500 kW,GE Wind Energy,GE 1.5sl,,11.5502301,52.1792182
1500 kW,Enercon,E-66,,11.5535848,52.1768065
1500 kW,GE Wind Energy,GE 1.5sl,,11.5540609,52.1795786
,,,,7.4743257,52.8074968
,,,,7.0746532,52.1956872
,,,,7.0833977,52.1957636
,,,,9.598697,54.6696105
,,,,9.5980801,54.673014
,,,,9.5985704,54.6713077
2 MW,Enercon,,,6.9869933,52.0531245
2 MW,Enercon,,,6.9855501,52.0503571
2000 kW,Vestas,V90/2.0MW,,7.3743224,49.9584192
2000 kW,Vestas,V90/2.0MW,,7.3650052,49.9605278
yes,,,,10.7191017,50.8761874
,,,,6.9990298,52.1848118
,,,,6.9964469,52.1863945
,,,,7.1772033,52.2372804
2300 kW,Enercon,E-70/2.3MW,,6.9579027,49.5121759
2300 kW,Enercon,E-70/2.3MW,,6.959227,49.5148178
2300 kW,Enercon,E-70/2.3MW,,6.9622675,49.5131181
2300 kW,Enercon,E-70/2.3MW,,6.9633218,49.5162617
800 kW,Enercon,E-53,,8.7338874,51.6829527
2000 kW,Enercon,E-82,,8.7346707,51.6849259
,,,,7.8783865,51.8871729
1.8 MW,Enercon,E-66/18.70,,12.2109051,53.2223091
1500 kW,Enercon,E-66,,8.5915193,53.6758972
1500 kW,Enercon,E-66,,8.5891631,53.6738538
1500 kW,Enercon,E-66,,8.5868102,53.6718261
1500 kW,Enercon,E-66,,8.5844278,53.6697846
110 kW,Seewind Windenergiesysteme GmbH,S 20 110,Seewind 20/110,8.618272,49.0043512
,,,,10.0159899,54.403604
,,,,10.0392394,54.3993597
,,,,10.0160015,54.3996037
,,,,10.0235765,54.4049669
,,,,10.0252634,54.3985295
,,,,7.2499258,53.6338888
,,,,7.2492074,53.6358818
,,,,7.2564064,53.6286968
,,,,7.2611838,53.6293711
,,,,7.2531596,53.6300751
,,,,7.2523739,53.6322023
,,,,7.2564834,53.6357731
,,,,7.2559086,53.6329754
,,,,7.252992,53.6346613
,,,,7.2586215,53.6307949
,,,,7.2594362,53.6332687
,,,,7.2556118,53.6377244
,,,,7.2672249,53.6306712
,,,,7.2657992,53.6339441
,,,,7.2524984,53.636589
,,,,7.253626,53.6393867
,,,,7.2598713,53.6381443
,,,,7.2597423,53.6360638
,,,,7.2608256,53.640293
900 kW,NEG Micon,NM52/900,V 66785,9.9741296,52.7086584
1500 kW,GE Wind Energy,GE1.5sl,,7.0149707,49.44492
1500 kW,GE Wind Energy,GE1.5sl,,7.0079627,49.4457019
1500 kW,GE Wind Energy,GE1.5sl,,7.0172345,49.4432416
,,,,7.3449249,51.176018
,,,,7.2555864,53.0301627
2 MW,,,,10.2153359,50.1482188
yes,,,,7.0929521,53.3919835
yes,,,,7.0911434,53.3940424
,,,,12.2375172,51.0949912
,,,,12.2409409,51.094591
,,,,12.2442771,51.0951952
1.8 MW,,,,12.1629663,51.570824
1.8 MW,,,,12.1568671,51.5702771
,,,,8.10246,51.779174
,,,,8.1067037,51.7811813
,,,,8.0995558,51.7703815
,,,,8.1051541,51.7737973
,,,,8.1029608,51.7754981
,,,,8.1001833,51.794062
2 MW,Vestas,,,8.4661176,48.6319444
,,,,14.8264805,50.9311742
,,,,14.8217061,50.932511
,,,,14.8186402,50.9344697
yes,REpower,MD77,,6.2718527,50.7783174
,,,,13.9365562,51.8184862
,,,,13.9393029,51.8250785
,,,,13.9403762,51.8218285
16 MW,,,Windpark Lübbenau,13.9413389,51.8192938
,,,,7.2776007,52.0910848
,,,,10.7079899,49.2429033
,,,,10.7088909,49.2409564
,,,,10.7097847,49.2389863
,,,,10.0032652,52.2453459
,,,,10.0001629,52.2527671
,,,,10.0018697,52.255083
1.5 MW,,,Südwind S77,8.2106746,47.8357523
,Vestas,V90 - MK5,WEA 05,13.4606791,51.6726145
,Vestas,V90 - MK5,WEA 06,13.4512807,51.6675708
,Vestas,V90 - MK5,WEA 01,13.4424401,51.6707249
,,,,11.6976924,54.0022776
,Tacke,1.5s,,10.0965466,54.4584582
,Tacke,1.5s,,10.099372,54.4561187
,Tacke,1.5s,,10.1008535,54.458386
,,,,10.1435158,54.0923888
,,,,10.1441657,54.0954765
,,,,10.1430915,54.0989006
,,,,10.1492297,54.0995696
,,,,10.151151,54.0962757
,,E-66,,9.9317932,53.9482332
,,E-66,,9.9314288,53.9511221
,,E-66,,9.9310701,53.9548693
,,MD-77,,9.943038,53.9472745
,,E-66,,9.9453367,53.9585972
,,E-66,,9.9426557,53.9616713
,,E-66,,9.9401023,53.9644866
0.6 MW,,,,9.2141361,50.6501462
500/600 kW,Enercon,E-40/5.40,,10.3001074,51.2098084
500/600 kW,Enercon,E-40/5.40,,10.3084651,51.2105627
500/600 kW,Enercon,E-40/5.40,,10.3000848,51.2119101
500/600 kW,Enercon,E-40/5.40,,10.3130017,51.208698
,,,,7.7433077,52.7942939
,,,,7.7433787,52.7978766
,,,,7.8850658,51.8841129
2500 kW,Vensys,Vensys 100/100,,8.5897224,52.5772056
2300 kW,Enercon GmbH,E-82 E2,,8.5931544,52.5791851
,,,,8.719203,53.0819064
600 kW,Enercon,E-40/6.44,Windkraftanlage Gut Rothenhausen,10.5921879,53.8072475
1.5 MW,GE Wind Energy,GE 1.5s,,7.3999187,52.3470134
1.5 MW,GE Wind Energy,GE 1.5s,,7.400547,52.3446804
1.5 MW,GE Wind Energy,GE 1.5sl,,7.4057451,52.3452886
1.5 MW,GE Wind Energy,GE 1.5s,,7.3960562,52.3465594
1.5 MW,GE Wind Energy,GE 1.5s,,7.3954609,52.3447357
,,,,12.0013515,53.9153307
,,,,12.002236,53.9168724
2.3 MW,,,,8.0828547,52.8168438
2.3 MW,,,,8.0798359,52.8198922
2.3 MW,,,,8.0793507,52.8176794
,Enercon,E-82,,8.6271715,51.8130344
,Enercon,E-82,,8.6284265,51.8159596
,Enercon,E-82,,8.6317151,51.8127962
1.3 MW,,,,9.2830934,50.6106208
yes,,,,13.632822,50.8286745
yes,,,,13.6386102,50.823458
yes,,,,13.6366005,50.8249715
yes,,,,13.6346878,50.8265415
600 kW,Enercon,E-40/6.44,,8.0593349,50.3588976
2 MW,,,,6.3263188,51.8397298
,,,,6.2503144,51.8666209
,,,,6.2504588,51.8614473
0.2 MW,Enercon,E-30,,7.3788237,52.9232563
0.6 MW,Enercon,E-40/6.44,,7.3842464,52.9256875
,Südwind,,,12.2360382,54.1206312
,,,,8.6953862,53.0999609
,,,,8.6935197,53.0978817
,,,,8.6993753,53.1003945
,,,,12.2456136,50.9803022
2.00 MW,Vestas,V 90,,14.4014876,52.2780651
2.00 MW,Vestas,V90-2,,14.3711628,52.3197435
0.50 MW,Enercon,E40,,14.1878709,52.4544429
1.30 MW,Siemens,swt-1.3-62,,14.5188778,52.4575274
1.30 MW,Siemens,swt-1.3-62,,14.5305029,52.4589825
2.00 MW,Vestas,V90,,14.416158,52.4734384
1.30 MW,Siemens,swt-1.3-62,,14.5302667,52.4539933
1.80 MW,Enercon,E-66/18.70,,14.4057287,52.4879017
1.30 MW,Siemens,swt-1.3-62,,14.5253858,52.4570796
1.80 MW,Enercon,E-66/18.70,,14.4020096,52.4881564
2.00 MW,Vestas,V90,,14.4361036,52.4101366
1.5 MW,Enercon,E66 15.66,,14.4095451,52.4774183
2.00 MW,Vestas,V90,,14.4444748,52.4005415
2.00 MW,Vestas,V90,,14.1767933,52.5189401
1.30 MW,Siemens,swt-1.3-62,,14.5211084,52.4603256
2.30 MW,Enercon,E 82 E2,,14.4435887,52.4588389
1.30 MW,Siemens,swt-1.3-62,,14.5276987,52.4510026
,Enercon,E 82 E2,,14.4352118,52.4068721
1.80 MW,Enercon,E-66/18.70,,14.4167091,52.4819254
2.00 MW,Vestas,V90,,14.4467773,52.3971872
2.00 MW,Vestas,V90,,14.1847585,52.5187002
1.30 MW,Siemens,swt-1.3-62,,14.5247822,52.4595581
2 MW,Vestas,V90,,14.3393432,52.5464669
1.30 MW,Siemens,swt-1.3-62,,14.5319034,52.4510849
2.00 MW,Vestas,V90,,14.4360882,52.4021327
1.30 MW,Siemens,swt-1.3-62,,14.5265142,52.4549848
1.80 MW,Enercon,E66 18.70,,14.3960125,52.4836269
0.80 MW,Nordex,N52/800,,14.5230896,52.470998
2.00 MW,Vestas,V90,,14.4403737,52.4127658
1.5 MW,Enercon,E66 15.66,,14.4106997,52.4749888
1.30 MW,Siemens,swt-1.3-62,,14.5198225,52.4557044
2.00 MW,Vestas,V90,,14.1718841,52.5208596
1.30 MW,Siemens,swt-1.3-62,,14.5314738,52.456488
1.30 MW,Siemens,swt-1.3-62,,14.5228993,52.4505061
2.00 MW,Vestas,V90,,14.4424658,52.4088048
1.5 MW,Enercon,E66 15.66,,14.4083905,52.4797838
2.00 MW,Vestas,V90,,14.4404349,52.3978893
2.00 MW,Vestas,V90,,14.1806182,52.5163607
1.30 MW,Siemens,swt-1.3-62,,14.5254907,52.4619725
1.30 MW,Siemens,swt-1.3-62,,14.5210477,52.453124
2.00 MW,Vestas,V90,,14.4429401,52.4047769
2.00 MW,Vestas,V90,,14.3235689,52.0755401
2.00 MW,Vestas,V90,,14.3325017,52.0492898
2.00 MW,Vestas,V90,,14.3183996,52.0776223
2.00 MW,Vestas,V90,,14.3317171,52.0613547
,Enercon,E40,,14.297987,52.1661736
2.00 MW,Vestas,V90,,14.330275,52.0772789
,Vestas,V90,,14.3326321,52.0553046
2.00 MW,Vestas,V90,,14.3356888,52.0709136
2.00 MW,Vestas,V90,,14.3272611,52.0505894
2.00 MW,Vestas,V90,,14.3265377,52.0798762
2.00 MW,Vestas,V90,,14.3249367,52.0544617
2.00 MW,Vestas,V80,,14.246848,52.2023313
2.00 MW,Vestas,V90,,14.3364321,52.0585156
,Enercon,E40,,14.2953828,52.1665081
2.00 MW,Vestas,V90,,14.3354793,52.0799836
2.00 MW,Vestas,V90,,14.3338963,52.0523047
0.5 MW,Enercon,E40,,14.2391842,52.1051929
2.00 MW,Vestas,V90,,14.3252803,52.0826666
2.00 MW,Vestas,V90,,14.3214637,52.0511385
2.00 MW,Vestas,V90,,14.3195522,52.0811212
2.00 MW,Vestas,V90,,14.3295488,52.0582727
2.00 MW,Vestas,V90,,14.3329295,52.0751107
2.00 MW,Vestas,V90,,14.3372955,52.0834608
2.00 MW,Vestas,V80,,14.2475696,52.2059755
2.00 MW,Vestas,V90,,14.3313578,52.0852422
2.00 MW,Vestas,V90,,14.3385176,52.055491
2.00 MW,Vestas,V90,,14.320146,52.084212
2.00 MW,Vestas,V90,,14.3284238,52.0736938
2.00 MW,Vestas,V80,,14.2081644,52.1913397
2.00 MW,Vestas,V80,,14.2176376,52.1966963
,,,,14.8121113,50.9567659
800 kW,Enercon,E-53/8.53,,6.9999003,49.4001947
2.0 MW,Vestas,V 80,,13.9650665,52.507158
1.50 MW,Enron Wind,1.5sl,,14.034483,52.4458102
1.50 MW,Enron Wind,1.5sl,,14.0409796,52.4431703
1.50 MW,Enron Wind,1.5sl,,14.0466379,52.4423826
1.50 MW,Enron Wind,1.5sl,,14.042726,52.4408071
2.0 MW,Enercon,E-82,,13.9287205,52.4823522
1.50 MW,Enron Wind,1.5sl,,14.0346577,52.4434258
,Enron Wind,1.5sl,,14.0379758,52.4388482
1.50 MW,Enron Wind,1.5sl,,14.0363342,52.4411477
0.6 MW,Enercon,E40,,14.2581159,51.9921823
0.5 MW,Enercon,E40,,14.1413169,52.0409313
2.00 MW,Vestas,V90,,14.0738368,51.9901262
2.00 MW,Vestas,V90,,14.0703467,51.9790232
2.00 MW,Vestas,V90,,14.0624742,51.9885911
2.00 MW,Vestas,V90,,14.0627891,51.9808012
2.00 MW,Vestas,V90,,14.0737581,51.9839529
2.00 MW,Vestas,V90,,14.0691658,51.9813669
2.00 MW,Vestas,V90,,14.070058,51.987783
2.00 MW,Vestas,V90,,14.0664104,51.9835165
2.00 MW,Vestas,V90,,14.065282,51.985973
2.00 MW,Vestas,V90,,14.0760149,51.9865063
2.00 MW,Vestas,V90,,14.0753326,51.9815285
,,,,12.2436774,50.9848072
,,,,7.3609571,52.9601748
,,,,7.3662976,52.9616804
2.35 MW,Enercon,E-82 E4,,11.7240612,53.996783
2.35 MW,Enercon,E-82 E4,,11.7265705,53.9949056
yes,Enercon,E-66,,6.2769822,50.6412224
yes,Enercon,E-66,,6.2781782,50.643084
yes,Enercon,E-66,,6.2796696,50.6474161
yes,Enercon,E-66,,6.2806712,50.6497402
yes,Enercon,E-66,,6.281005,50.6460297
,,,,12.8417391,54.1125174
,,,,12.8397661,54.1155501
,,,,12.8465271,54.1156118
,,,,12.8438782,54.1140099
yes,,,,7.8708834,51.8945784
0.5 MW,,,,9.2256707,50.5696696
0.5 MW,,,,9.2253557,50.5714114
0.5 MW,,,,9.2244774,50.573155
,Enercon,E-115,,11.9694823,54.1307356
,Enercon,E-115,,11.9767865,54.126661
,Nordex,N117,,11.9809537,54.1245348
,,,,9.6879458,52.6566849
,,,,9.6824982,52.6539431
2000 kW,Enercon,E-70/2.0MW,,7.4929387,49.575652
1650 kW,Vestas,V66/1.65MW,,7.4922694,49.5727307
800 kW,Enercon,E-48/8.48,,7.4914288,49.570955
,,,,8.0945489,51.7696771
150 kW,AN Bonus,AN150/30,,7.994562,50.2755286
,,,,9.7611,53.9648819
,,,,9.7651963,53.9640116
,,,,9.7636624,53.9699538
,,,,9.7772156,53.9677895
,,,,9.7669813,53.9668783
,,,,9.7685108,53.9713078
,,,,9.7745475,53.9705883
,,,,12.6241571,54.2644115
,,,,12.6306076,54.2647138
,,,,12.628526,54.2714866
,,,,12.62877,54.2678662
,,,,12.6352715,54.2703581
,,,,12.6401243,54.2710941
,,,,12.645891,54.271175
,,,,12.6513099,54.2711507
,,,,12.6225166,54.2732615
,,,,12.6203414,54.2767802
,,,,12.627688,54.2756833
,,,,12.6323674,54.2748448
yes,,,,12.6248851,54.278183
,,,,12.632828,54.2827258
,,,,12.6368406,54.2736822
,,,,12.6347841,54.2792498
1.5 MW,GE Wind Energy,1.5 s,,8.8071519,51.683358
600 kW,Tacke,TW 600,WEA 10,8.8091304,51.6849039
600 kW,Tacke,TW 600,WEA 12,8.8084624,51.6816544
,,,,6.1725608,51.8159415
2300 kW,Nordex,N90/2.3MW,,7.8064853,50.7344673
2000 kW,,,,9.9503727,49.1845997
2000 kW,,,,9.9571376,49.1846733
2000 kW,,,,9.9542788,49.1871082
600 kW,,,,13.2022222,51.8447683
600 kW,,,,13.202986,51.8480526
,,,,9.8309104,54.6053567
2300 kW,Nordex,N90/2.3MW,,7.7929996,50.7345672
2300 kW,Nordex,N90/2.3MW,,7.7952922,50.7367988
2300 kW,Nordex,N90/2.3MW,,7.7888346,50.7343666
2300 kW,Nordex,N90/2.3MW,,7.8013453,50.7361403
2300 kW,Nordex,N90/2.3MW,,7.8002691,50.7390302
2300 kW,Nordex,N90/2.3MW,,7.7990199,50.7332823
,Vestas,V90 - MK5,WEA 04,13.4541515,51.6722045
7.58 MW,Enercon,E-126,E-126,7.4477374,53.5060153
800 kW,Enercon,E-53,,8.1545864,50.864287
800 kW,Enercon,E-53,,8.1528939,50.8632984
800 kW,Enercon,E-53,,8.1510646,50.8645071
600 kW,,,,6.7040894,50.7814099
600 kW,,,,6.7049955,50.7794213
,,,,9.4771896,49.5361173
yes,,,,9.5732967,49.5155121
yes,,,,9.5691822,49.511646
yes,,,,9.5745689,49.5126327
yes,,,,9.5758716,49.5109424
yes,,,,9.5669023,49.5074731
1500 kW,Fuhrländer,FL-MD77,,6.4782963,50.2110307
,,,,10.0452276,54.4008423
3 MW,,,,9.3940445,50.4410647
3 MW,Enercon,,,9.3884723,50.4408854
,,,,10.021118,54.4015981
,Enercon,E-53,,8.8909769,51.3702398
,,,,13.0375575,54.3522388
,,,,9.8204285,54.6403122
225 kW,Vestas,V27,V 6809,7.7262671,53.7661136
,,,,7.1516944,52.8692138
,,,,7.1427433,52.8705126
,,,,7.1575307,52.8754975
,,,,7.1488283,52.8794119
,,,,7.1361225,52.8645711
,,,,7.1525939,52.8660812
,,,,7.1476309,52.8762754
,,,,7.1432527,52.8736236
,,,,7.1545995,52.8738706
,,,,7.1507386,52.8600824
,,,,7.1388026,52.8677417
,,,,7.1525315,52.8718063
,,,,12.4762785,54.2104487
,,,,12.4778545,54.2130528
7580 kW,Enercon,E-126,E-126,11.6813965,52.199626
yes,,,,9.3688954,49.5302117
,,,,8.6685842,53.1218313
1500 kW,Enron,1.5sl,Enron 1.5sl,6.2670906,51.3972374
1500 kW,Enron,1.5sl,Enron 1.5sl,6.263559,51.4000189
,,,,14.8448147,50.9565681
,,,,14.8493207,50.9552977
,,,,14.8484699,50.9522305
,,,,14.8442021,50.9535154
,,,,14.8455245,50.9495271
,,,,13.1503126,53.9042293
,,,,13.093957,53.9061971
,,,,13.1533338,53.9059547
,,,,13.1372957,53.9021449
,,,,13.1307308,53.9069602
,,,24203,13.131322,53.9100657
,,,,13.1593216,53.908276
,,,,13.1536878,53.9083217
,,,,13.094172,53.9130384
,,,,13.1296979,53.905123
,,,24205,13.1272075,53.9092063
,,,,13.0940656,53.9110746
,,,,13.1468374,53.9020043
,,,24204,13.1251099,53.9071206
yes,,,,13.1385085,53.899503
,,,,13.0939844,53.9081776
1500 kW,GE Wind Energy,ENRON 1.5 SL,,8.5920438,52.5876458
500 kW,Enercon,E-40/5.40,,7.2032992,49.6248147
500 kW,Enercon,E-40/5.40,,7.2020032,49.6259851
500 kW,Enercon,E-40/5.40,,7.2041771,49.6234884
,,,,6.9884555,52.0492534
0.80 MW,Enercon,E48,,13.6502176,53.2339255
2050 kW,,,WKA 1,9.2491024,49.5567099
2050 kW,,,WKA 2,9.2566882,49.5574227
2050 kW,,,WKA 3,9.2584893,49.5604727
